url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,910,543
/Unity-Technologies/Megacity-Sample/tree/master/Assets,129,88
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,81,47
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,77,40
/Unity-Technologies/Megacity-Sample/issues,60,32
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,39,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,31,19
/Unity-Technologies/Megacity-Sample/issues/1,28,25
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,25,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,15
