url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,730,431
/Unity-Technologies/Megacity-Sample/tree/master/Assets,109,67
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,64,35
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,60,41
/Unity-Technologies/Megacity-Sample/issues,41,24
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,36,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,24,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,20,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,18,9
/Unity-Technologies/Megacity-Sample/tree/master/Packages,17,11
