url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,824,456
/Unity-Technologies/Megacity-Sample/tree/master/Assets,214,84
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,128,46
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,96,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,61,17
/Unity-Technologies/Megacity-Sample/issues,50,22
/Unity-Technologies/Megacity-Sample/tree/master/Packages,36,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,36,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,31,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,29,8
