url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,892,524
/Unity-Technologies/Megacity-Sample/tree/master/Assets,138,86
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,87,47
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,56,32
/Unity-Technologies/Megacity-Sample/issues,45,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,44,22
/Unity-Technologies/Megacity-Sample/find/master,25,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/tree/master/Packages,23,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,18,6
