url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,914,515
/Unity-Technologies/Megacity-Sample/tree/master/Assets,132,93
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,81,49
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,60,37
/Unity-Technologies/Megacity-Sample/issues,42,28
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,36,23
/Unity-Technologies/Megacity-Sample/tree/master/Packages,24,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,22,12
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,21,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,20,16
