url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,765,460
/Unity-Technologies/Megacity-Sample/tree/master/Assets,127,59
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,80,34
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,48,28
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,36,14
/Unity-Technologies/Megacity-Sample/issues,33,24
/Unity-Technologies/Megacity-Sample/tree/master/Packages,27,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,22,6
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,17,8
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,16,8
