url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,856,517
/Unity-Technologies/Megacity-Sample/tree/master/Assets,131,83
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,87,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,73,49
/Unity-Technologies/Megacity-Sample/issues,49,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,38,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,33,16
/Unity-Technologies/Megacity-Sample/tree/master/Packages,27,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,21,16
