url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,781,441
/Unity-Technologies/Megacity-Sample/tree/master/Assets,126,75
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,73,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,46,31
/Unity-Technologies/Megacity-Sample/issues,32,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,26,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,26,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,23,14
/Unity-Technologies/Megacity-Sample/find/master,19,15
/Unity-Technologies/Megacity-Sample/tree/master/Packages,18,17
