url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,729,421
/Unity-Technologies/Megacity-Sample/tree/master/Assets,115,65
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,61,31
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,41,25
/Unity-Technologies/Megacity-Sample/issues,32,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,21,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,17,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,16,11
/Unity-Technologies/Megacity-Sample/find/master,15,11
