url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,714,436
/Unity-Technologies/Megacity-Sample/tree/master/Assets,95,59
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,59,33
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,40,27
/Unity-Technologies/Megacity-Sample/issues,25,20
/Unity-Technologies/Megacity-Sample/tree/master/Packages,21,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,20,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,19,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,18,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,18,11
