url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,814,476
/Unity-Technologies/Megacity-Sample/tree/master/Assets,119,84
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,86,47
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,70,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,41,25
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,31,16
/Unity-Technologies/Megacity-Sample/issues,26,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,12
/Unity-Technologies/Megacity-Sample/issues/3,18,5
/Unity-Technologies/Megacity-Sample/tree/master/Packages,17,16
