url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,733,421
/Unity-Technologies/Megacity-Sample/tree/master/Assets,120,75
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,66,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,48,31
/Unity-Technologies/Megacity-Sample/issues,41,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,26,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,23,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,21,14
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,21,11
/Unity-Technologies/Megacity-Sample/tree/master/Packages,17,13
