url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,719,412
/Unity-Technologies/Megacity-Sample/tree/master/Assets,124,69
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,70,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,49,32
/Unity-Technologies/Megacity-Sample/issues,45,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,30,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,23,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,23,15
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,22,12
/Unity-Technologies/Megacity-Sample/tree/master/Packages,21,13
