url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,872,485
/Unity-Technologies/Megacity-Sample/tree/master/Assets,179,73
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,96,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,57,34
/Unity-Technologies/Megacity-Sample/issues,42,28
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,17
/Unity-Technologies/Megacity-Sample/tree/master/Packages,28,13
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,23,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Models,21,9
/Unity-Technologies/Megacity-Sample/issues/3,19,11
