url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,870,500
/Unity-Technologies/Megacity-Sample/tree/master/Assets,134,88
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,94,49
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,80,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,50,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,45,22
/Unity-Technologies/Megacity-Sample/issues,44,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,25,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,24,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,21,14
