url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,842,504
/Unity-Technologies/Megacity-Sample/tree/master/Assets,119,81
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,80,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,62,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,34,15
/Unity-Technologies/Megacity-Sample/issues,33,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,32,20
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,21,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,20,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,16,7
