url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,790,478
/Unity-Technologies/Megacity-Sample/tree/master/Assets,127,76
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,79,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,49,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,19
/Unity-Technologies/Megacity-Sample/issues,31,22
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/find/master,23,12
/Unity-Technologies/Megacity-Sample/tree/master/Packages,16,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scenes,16,9
