url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,775,475
/Unity-Technologies/Megacity-Sample/tree/master/Assets,137,65
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,87,37
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,55,31
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,38,16
/Unity-Technologies/Megacity-Sample/issues,34,25
/Unity-Technologies/Megacity-Sample/tree/master/Packages,31,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,23,7
/Unity-Technologies/Megacity-Sample/tree/master/ProjectSettings,18,7
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,17,8
