url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,815,468
/Unity-Technologies/Megacity-Sample/tree/master/Assets,181,72
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,105,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,73,32
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,49,14
/Unity-Technologies/Megacity-Sample/issues,42,27
/Unity-Technologies/Megacity-Sample/tree/master/Packages,36,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,26,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,10
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,22,10
