url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,873,520
/Unity-Technologies/Megacity-Sample/tree/master/Assets,135,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,88,48
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,57,33
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,44,22
/Unity-Technologies/Megacity-Sample/issues,40,28
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/tree/master/Packages,23,17
/Unity-Technologies/Megacity-Sample/find/master,23,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,19,13
