url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,730,431
/Unity-Technologies/Megacity-Sample/tree/master/Assets,115,69
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,66,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,66,35
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,44,20
/Unity-Technologies/Megacity-Sample/issues,35,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,26,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,22,12
/Unity-Technologies/Megacity-Sample/tree/master/Packages,18,12
