url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,927,558
/Unity-Technologies/Megacity-Sample/tree/master/Assets,137,92
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,87,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,86,49
/Unity-Technologies/Megacity-Sample/issues,58,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,42,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,30,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,26,17
/Unity-Technologies/Megacity-Sample/issues/1,24,22
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,16
