url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,776,463
/Unity-Technologies/Megacity-Sample/tree/master/Assets,121,77
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,71,38
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,47,30
/Unity-Technologies/Megacity-Sample/issues,37,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,35,16
/Unity-Technologies/Megacity-Sample/find/master,23,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,18,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Models,17,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,16,11
