url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,741,425
/Unity-Technologies/Megacity-Sample/tree/master/Assets,123,70
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,70,37
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,50,28
/Unity-Technologies/Megacity-Sample/issues,33,20
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,25,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,22,13
/Unity-Technologies/Megacity-Sample/issues/3,21,9
