url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,819,454
/Unity-Technologies/Megacity-Sample/tree/master/Assets,178,71
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,109,42
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,83,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,45,12
/Unity-Technologies/Megacity-Sample/issues,43,28
/Unity-Technologies/Megacity-Sample/tree/master/Packages,33,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,25,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,21,12
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,21,10
