url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,919,508
/Unity-Technologies/Megacity-Sample/tree/master/Assets,124,94
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,81,51
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,62,42
/Unity-Technologies/Megacity-Sample/issues,45,28
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,38,23
/Unity-Technologies/Megacity-Sample/tree/master/Packages,27,21
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,24,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,21,13
/Unity-Technologies/Megacity-Sample/commits/master,20,16
