url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,793,428
/Unity-Technologies/Megacity-Sample/tree/master/Assets,123,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,83,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,60,36
/Unity-Technologies/Megacity-Sample/issues,53,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,46,23
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,32,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,25,14
/Unity-Technologies/Megacity-Sample/tree/master/Packages,24,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,20,18
