url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,770,454
/Unity-Technologies/Megacity-Sample/tree/master/Assets,113,70
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,62,36
/Unity-Technologies/Megacity-Sample/issues,39,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,38,27
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,27,15
/Unity-Technologies/Megacity-Sample/find/master,24,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Models,17,11
/Unity-Technologies/Megacity-Sample/issues/3,16,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,14,10
