url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,822,473
/Unity-Technologies/Megacity-Sample/tree/master/Assets,142,66
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,85,37
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,52,31
/Unity-Technologies/Megacity-Sample/issues,41,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,15
/Unity-Technologies/Megacity-Sample/tree/master/Packages,29,14
/Unity-Technologies/Megacity-Sample/issues/3,22,11
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,21,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,21,5
