url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,898,531
/Unity-Technologies/Megacity-Sample/tree/master/Assets,142,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,88,42
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,80,50
/Unity-Technologies/Megacity-Sample/issues,57,31
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,44,25
/Unity-Technologies/Megacity-Sample/issues/1,27,24
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,26,19
/Unity-Technologies/Megacity-Sample/tree/master/Packages,25,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,20,15
