url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,860,480
/Unity-Technologies/Megacity-Sample/tree/master/Assets,192,79
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,108,44
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,85,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,51,14
/Unity-Technologies/Megacity-Sample/issues,42,26
/Unity-Technologies/Megacity-Sample/tree/master/Packages,38,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,25,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,23,9
