url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,889,531
/Unity-Technologies/Megacity-Sample/tree/master/Assets,142,86
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,91,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,79,50
/Unity-Technologies/Megacity-Sample/issues,59,31
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,46,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,33,20
/Unity-Technologies/Megacity-Sample/issues/1,26,23
/Unity-Technologies/Megacity-Sample/tree/master/Packages,26,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,16
