url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,670,394
/Unity-Technologies/Megacity-Sample/tree/master/Assets,98,61
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,57,38
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,51,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,42,18
/Unity-Technologies/Megacity-Sample/issues,27,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,21,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,20,10
/Unity-Technologies/Megacity-Sample/tree/master/Packages,16,10
