url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,646,382
/Unity-Technologies/Megacity-Sample/tree/master/Assets,81,58
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,42,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,31,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,25,17
/Unity-Technologies/Megacity-Sample/tree/master/Packages,12,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,12,8
/Unity-Technologies/Megacity-Sample/tree/master/.github/workflows,12,8
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Prefabs,12,5
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,11,9
