url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,677,389
/Unity-Technologies/Megacity-Sample/tree/master/Assets,83,59
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,42,36
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,31,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,25,17
/Unity-Technologies/Megacity-Sample/issues,13,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,13,9
/Unity-Technologies/Megacity-Sample/tree/master/.github/workflows,13,9
/Unity-Technologies/Megacity-Sample/tree/master/Packages,12,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Prefabs,12,5
