url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,748,431
/Unity-Technologies/Megacity-Sample/tree/master/Assets,131,69
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,67,33
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,43,25
/Unity-Technologies/Megacity-Sample/issues,39,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,30,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/find/master,22,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,17,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,15,12
