url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,791,480
/Unity-Technologies/Megacity-Sample/tree/master/Assets,125,75
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,78,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,50,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,42,20
/Unity-Technologies/Megacity-Sample/issues,36,25
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/find/master,23,12
/Unity-Technologies/Megacity-Sample/tree/master/Packages,18,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scenes,16,9
