url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,800,480
/Unity-Technologies/Megacity-Sample/tree/master/Assets,116,73
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,81,42
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,51,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,42,20
/Unity-Technologies/Megacity-Sample/issues,38,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,24,9
/Unity-Technologies/Megacity-Sample/find/master,21,11
/Unity-Technologies/Megacity-Sample/tree/master/Packages,19,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,17,5
