url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,815,473
/Unity-Technologies/Megacity-Sample/tree/master/Assets,148,89
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,96,51
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,75,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,41,25
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,40,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,31,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,27,15
/Unity-Technologies/Megacity-Sample/issues,25,17
/Unity-Technologies/Megacity-Sample/tree/master/Packages,19,18
