url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,812,462
/Unity-Technologies/Megacity-Sample/tree/master/Assets,206,85
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,145,50
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,111,39
/Unity-Technologies/Megacity-Sample/issues,66,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,64,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,46,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,41,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,35,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,32,14
