url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,672,401
/Unity-Technologies/Megacity-Sample/tree/master/Assets,85,61
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,53,38
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,45,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,38,16
/Unity-Technologies/Megacity-Sample/issues,27,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,23,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,19,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/PlayerController,19,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Prefabs,14,7
