referrer,views_total,views_unique
github.com,674,137
unity.com,573,164
Google,418,150
forum.unity.com,162,42
docs.unity3d.com,156,18
youtube.com,109,30
Bing,33,8
yandex.ru,30,3
DuckDuckGo,21,3
qa-project-repository.ds.unity3d.com,14,2
