url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,722,420
/Unity-Technologies/Megacity-Sample/tree/master/Assets,116,67
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,64,37
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,43,30
/Unity-Technologies/Megacity-Sample/issues,43,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,26,10
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,22,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,21,15
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,20,10
/Unity-Technologies/Megacity-Sample/tree/master/Packages,18,13
