url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,882,486
/Unity-Technologies/Megacity-Sample/tree/master/Assets,128,95
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,77,48
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,60,42
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,36,21
/Unity-Technologies/Megacity-Sample/issues,34,21
/Unity-Technologies/Megacity-Sample/blob/master/Assets/Scripts/Gameplay/Streaming/StreamingLogicSystem.cs,25,11
/Unity-Technologies/Megacity-Sample/tree/master/Packages,24,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,20,12
/Unity-Technologies/Megacity-Sample/branches,18,14
