url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,910,524
/Unity-Technologies/Megacity-Sample/tree/master/Assets,132,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,93,48
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,91,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,53,24
/Unity-Technologies/Megacity-Sample/issues,49,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,19
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,25,13
/Unity-Technologies/Megacity-Sample/issues/1,24,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,13
