url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,785,447
/Unity-Technologies/Megacity-Sample/tree/master/Assets,139,83
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,87,44
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,58,33
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,31,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,31,17
/Unity-Technologies/Megacity-Sample/issues,31,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,28,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,25,13
/Unity-Technologies/Megacity-Sample/issues/3,23,7
