url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,769,467
/Unity-Technologies/Megacity-Sample/tree/master/Assets,136,64
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,82,35
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,52,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,36,15
/Unity-Technologies/Megacity-Sample/issues,33,26
/Unity-Technologies/Megacity-Sample/tree/master/Packages,32,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,24,7
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,17,10
/Unity-Technologies/Megacity-Sample/tree/master/Packages/com.unity.entities.hlod%400.1.0-preview.1,17,9
