url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,759,430
/Unity-Technologies/Megacity-Sample/tree/master/Assets,125,73
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,76,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,46,30
/Unity-Technologies/Megacity-Sample/issues,31,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,30,15
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,28,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,22,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,17,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils/KDTree,16,6
