url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,916,545
/Unity-Technologies/Megacity-Sample/tree/master/Assets,130,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,83,41
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,76,47
/Unity-Technologies/Megacity-Sample/issues,61,32
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,44,25
/Unity-Technologies/Megacity-Sample/issues/1,28,25
/Unity-Technologies/Megacity-Sample/tree/master/Packages,26,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,23,17
/Unity-Technologies/Megacity-Sample/find/master,20,19
