url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,946,552
/Unity-Technologies/Megacity-Sample/tree/master/Assets,137,92
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,95,51
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,95,44
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,54,25
/Unity-Technologies/Megacity-Sample/issues,48,29
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,39,18
/Unity-Technologies/Megacity-Sample/issues/1,26,23
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,25,14
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,25,13
