url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,869,487
/Unity-Technologies/Megacity-Sample/tree/master/Assets,178,72
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,90,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,54,33
/Unity-Technologies/Megacity-Sample/issues,45,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,40,14
/Unity-Technologies/Megacity-Sample/tree/master/Packages,33,14
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,23,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Models,22,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,13
