url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,758,453
/Unity-Technologies/Megacity-Sample/tree/master/Assets,113,71
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,70,39
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,64,44
/Unity-Technologies/Megacity-Sample/issues,39,22
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,34,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,28,20
/Unity-Technologies/Megacity-Sample/tree/master/Packages,25,16
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,23,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,18,13
