url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,814,450
/Unity-Technologies/Megacity-Sample/tree/master/Assets,206,81
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,124,44
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,95,35
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,61,17
/Unity-Technologies/Megacity-Sample/issues,50,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,33,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,31,14
/Unity-Technologies/Megacity-Sample/tree/master/Packages,31,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,29,8
