url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,782,467
/Unity-Technologies/Megacity-Sample/tree/master/Assets,120,76
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,75,41
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,72,46
/Unity-Technologies/Megacity-Sample/issues,45,25
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,35,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,33,23
/Unity-Technologies/Megacity-Sample/tree/master/Packages,27,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,22,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,19,14
