url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,913,533
/Unity-Technologies/Megacity-Sample/tree/master/Assets,142,87
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,83,49
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,57,34
/Unity-Technologies/Megacity-Sample/issues,43,30
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,41,22
/Unity-Technologies/Megacity-Sample/tree/master/Packages,24,19
/Unity-Technologies/Megacity-Sample/commits/master,22,17
/Unity-Technologies/Megacity-Sample/find/master,22,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,21,9
