url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,720,426
/Unity-Technologies/Megacity-Sample/tree/master/Assets,103,56
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,65,35
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,44,29
/Unity-Technologies/Megacity-Sample/issues,25,20
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,24,15
/Unity-Technologies/Megacity-Sample/tree/master/Packages,23,13
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring/Traffic,19,5
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,18,12
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,14,9
