url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,875,486
/Unity-Technologies/Megacity-Sample/tree/master/Assets,185,75
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,100,40
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,58,33
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,44,16
/Unity-Technologies/Megacity-Sample/issues,43,29
/Unity-Technologies/Megacity-Sample/tree/master/Packages,29,14
/Unity-Technologies/Megacity-Sample/tree/master/UIElementsSchema,24,11
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Models,21,9
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,19,11
