url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,807,491
/Unity-Technologies/Megacity-Sample/tree/master/Assets,128,80
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,81,43
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,71,49
/Unity-Technologies/Megacity-Sample/issues,47,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,37,26
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,33,16
/Unity-Technologies/Megacity-Sample/tree/master/Packages,31,21
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Traffic,21,17
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/Streaming,20,15
